Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status
100261,2024-01-01 04:21:00,Ravi,user143@okaxis,IRCTC,merchant1420@oksbi,784.05,Success
100262,2024-01-01 04:22:00,Amit,user189@okaxis,Amazon,merchant1245@oksbi,2830.32,Success
100263,2024-01-01 04:23:00,Neha,user110@okaxis,IRCTC,merchant1719@oksbi,5857.12,Success
100264,2024-01-01 04:24:00,Priya,user198@okaxis,Paytm,merchant1236@oksbi,2571.57,Success
100265,2024-01-01 04:25:00,Amit,user171@okaxis,IRCTC,merchant1533@oksbi,9340.44,Success
100266,2024-01-01 04:26:00,Amit,user177@okaxis,Zomato,merchant1184@oksbi,1319.28,Success
100267,2024-01-01 04:27:00,Ravi,user173@okaxis,IRCTC,merchant1467@oksbi,7975.97,Success
100268,2024-01-01 04:28:00,Anjali,user165@okaxis,IRCTC,merchant1753@oksbi,5084.41,Success
100269,2024-01-01 04:29:00,Ravi,user145@okaxis,Paytm,merchant1362@oksbi,7505.8,Fraud
100270,2024-01-01 04:30:00,Neha,user108@okaxis,Swiggy,merchant1282@oksbi,3114.05,Success
100271,2024-01-01 04:31:00,Priya,user102@okaxis,Paytm,merchant1552@oksbi,5149.75,Success
100272,2024-01-01 04:32:00,Ravi,user184@okaxis,Zomato,merchant1335@oksbi,8569.79,Success
100273,2024-01-01 04:33:00,Amit,user125@okaxis,Swiggy,merchant1161@oksbi,4674.11,Success
100274,2024-01-01 04:34:00,Priya,user171@okaxis,Flipkart,merchant1159@oksbi,3603.6,Success
100275,2024-01-01 04:35:00,Priya,user147@okaxis,Flipkart,merchant1473@oksbi,5366.19,Success
100276,2024-01-01 04:36:00,Amit,user165@okaxis,Zomato,merchant1600@oksbi,7176.45,Success
100277,2024-01-01 04:37:00,Ravi,user169@okaxis,Paytm,merchant1321@oksbi,4441.2,Success
100278,2024-01-01 04:38:00,Amit,user127@okaxis,Amazon,merchant1011@oksbi,9389.38,Success
100279,2024-01-01 04:39:00,Anjali,user192@okaxis,Zomato,merchant1423@oksbi,2956.51,Success
100280,2024-01-01 04:40:00,Priya,user125@okaxis,Swiggy,merchant1072@oksbi,4759.88,Success
100281,2024-01-01 04:41:00,Suresh,user124@okaxis,Swiggy,merchant1587@oksbi,7571.71,Success
100282,2024-01-01 04:42:00,Suresh,user111@okaxis,IRCTC,merchant1857@oksbi,6894.32,Failed
100283,2024-01-01 04:43:00,Neha,user104@okaxis,Flipkart,merchant1200@oksbi,8637.77,Success
100284,2024-01-01 04:44:00,Amit,user197@okaxis,Swiggy,merchant1521@oksbi,9968.12,Success
100285,2024-01-01 04:45:00,Amit,user147@okaxis,Zomato,merchant1863@oksbi,4274.31,Success
100286,2024-01-01 04:46:00,Neha,user136@okaxis,Swiggy,merchant1504@oksbi,1120.4,Fraud
100287,2024-01-01 04:47:00,Neha,user178@okaxis,Zomato,merchant1737@oksbi,313.85,Fraud
100288,2024-01-01 04:48:00,Neha,user143@okaxis,Amazon,merchant1687@oksbi,7271.5,Failed
100289,2024-01-01 04:49:00,Priya,user199@okaxis,IRCTC,merchant1787@oksbi,8741.4,Success
100290,2024-01-01 04:50:00,Anjali,user114@okaxis,Flipkart,merchant1038@oksbi,2214.92,Success
100291,2024-01-01 04:51:00,Amit,user142@okaxis,Swiggy,merchant1059@oksbi,1592.9,Success
100292,2024-01-01 04:52:00,Priya,user147@okaxis,Zomato,merchant1577@oksbi,631.43,Success
100293,2024-01-01 04:53:00,Neha,user186@okaxis,Paytm,merchant1320@oksbi,8228.8,Success
100294,2024-01-01 04:54:00,Amit,user169@okaxis,Flipkart,merchant1434@oksbi,3120.71,Success
100295,2024-01-01 04:55:00,Priya,user145@okaxis,Amazon,merchant1635@oksbi,4022.95,Success
100296,2024-01-01 04:56:00,Anjali,user142@okaxis,Zomato,merchant1675@oksbi,5032.47,Success
100297,2024-01-01 04:57:00,Priya,user120@okaxis,IRCTC,merchant1407@oksbi,8396.14,Success
100298,2024-01-01 04:58:00,Anjali,user122@okaxis,IRCTC,merchant1922@oksbi,6511.82,Success
100299,2024-01-01 04:59:00,Neha,user179@okaxis,Amazon,merchant1385@oksbi,6154.5,Success
100300,2024-01-01 05:00:00,Anjali,user146@okaxis,Amazon,merchant1670@oksbi,1764.96,Success
100301,2024-01-01 05:01:00,Amit,user114@okaxis,IRCTC,merchant1568@oksbi,5136.77,Success
100302,2024-01-01 05:02:00,Neha,user124@okaxis,Swiggy,merchant1077@oksbi,7156.66,Success
100303,2024-01-01 05:03:00,Amit,user135@okaxis,Swiggy,merchant1193@oksbi,9732.88,Success
100304,2024-01-01 05:04:00,Suresh,user174@okaxis,Zomato,merchant1284@oksbi,2022.05,Success
100305,2024-01-01 05:05:00,Ravi,user150@okaxis,Paytm,merchant1526@oksbi,105.34,Success
100306,2024-01-01 05:06:00,Anjali,user114@okaxis,Zomato,merchant1523@oksbi,762.26,Success
100307,2024-01-01 05:07:00,Ravi,user167@okaxis,Paytm,merchant1612@oksbi,3764.77,Success
100308,2024-01-01 05:08:00,Ravi,user120@okaxis,Amazon,merchant1155@oksbi,8207.24,Fraud
100309,2024-01-01 05:09:00,Anjali,user112@okaxis,Flipkart,merchant1339@oksbi,81.35,Success
100310,2024-01-01 05:10:00,Neha,user185@okaxis,Zomato,merchant1124@oksbi,4572.74,Success
100311,2024-01-01 05:11:00,Suresh,user118@okaxis,Zomato,merchant1870@oksbi,3299.01,Success
100312,2024-01-01 05:12:00,Amit,user133@okaxis,Paytm,merchant1279@oksbi,534.29,Success
100313,2024-01-01 05:13:00,Priya,user177@okaxis,Amazon,merchant1916@oksbi,4507.86,Success
100314,2024-01-01 05:14:00,Amit,user167@okaxis,Amazon,merchant1905@oksbi,2554.94,Success
100315,2024-01-01 05:15:00,Priya,user151@okaxis,Paytm,merchant1621@oksbi,3525.33,Success
100316,2024-01-01 05:16:00,Amit,user126@okaxis,Amazon,merchant1845@oksbi,7059.1,Failed
100317,2024-01-01 05:17:00,Anjali,user128@okaxis,IRCTC,merchant1868@oksbi,5220.29,Fraud
100318,2024-01-01 05:18:00,Suresh,user127@okaxis,Swiggy,merchant1657@oksbi,1255.23,Success
100319,2024-01-01 05:19:00,Priya,user134@okaxis,IRCTC,merchant1727@oksbi,9614.53,Success
100320,2024-01-01 05:20:00,Neha,user107@okaxis,Flipkart,merchant1909@oksbi,6362.75,Fraud
100321,2024-01-01 05:21:00,Amit,user115@okaxis,Zomato,merchant1673@oksbi,7661.03,Success
100322,2024-01-01 05:22:00,Amit,user135@okaxis,Flipkart,merchant1127@oksbi,801.34,Success
100323,2024-01-01 05:23:00,Priya,user129@okaxis,Zomato,merchant1313@oksbi,480.11,Success
100324,2024-01-01 05:24:00,Neha,user117@okaxis,Swiggy,merchant1331@oksbi,204.29,Success
100325,2024-01-01 05:25:00,Neha,user101@okaxis,Amazon,merchant1149@oksbi,1896.05,Success
100326,2024-01-01 05:26:00,Anjali,user148@okaxis,IRCTC,merchant1453@oksbi,4149.94,Success
100327,2024-01-01 05:27:00,Anjali,user176@okaxis,Paytm,merchant1035@oksbi,9358.9,Success
100328,2024-01-01 05:28:00,Anjali,user103@okaxis,IRCTC,merchant1684@oksbi,4576.03,Fraud
100329,2024-01-01 05:29:00,Anjali,user189@okaxis,Swiggy,merchant1419@oksbi,2909.65,Success
100330,2024-01-01 05:30:00,Anjali,user188@okaxis,Flipkart,merchant1021@oksbi,5623.73,Success
100331,2024-01-01 05:31:00,Anjali,user193@okaxis,Paytm,merchant1205@oksbi,1128.23,Success
100332,2024-01-01 05:32:00,Suresh,user174@okaxis,Amazon,merchant1638@oksbi,6098.96,Success
100333,2024-01-01 05:33:00,Neha,user106@okaxis,Swiggy,merchant1847@oksbi,5688.64,Success
100334,2024-01-01 05:34:00,Anjali,user194@okaxis,Paytm,merchant1956@oksbi,7922.01,Success
100335,2024-01-01 05:35:00,Neha,user173@okaxis,Swiggy,merchant1355@oksbi,9867.01,Success
100336,2024-01-01 05:36:00,Neha,user138@okaxis,Swiggy,merchant1439@oksbi,2516.23,Success
100337,2024-01-01 05:37:00,Ravi,user112@okaxis,Amazon,merchant1728@oksbi,5101.47,Success
100338,2024-01-01 05:38:00,Suresh,user130@okaxis,Zomato,merchant1095@oksbi,9089.57,Success
100339,2024-01-01 05:39:00,Anjali,user170@okaxis,Paytm,merchant1928@oksbi,7854.05,Success
100340,2024-01-01 05:40:00,Amit,user162@okaxis,Amazon,merchant1940@oksbi,4879.19,Success
100341,2024-01-01 05:41:00,Priya,user155@okaxis,Swiggy,merchant1163@oksbi,9454.26,Success
100342,2024-01-01 05:42:00,Amit,user141@okaxis,Amazon,merchant1147@oksbi,581.79,Success
100343,2024-01-01 05:43:00,Suresh,user160@okaxis,Zomato,merchant1529@oksbi,9310.68,Success
100344,2024-01-01 05:44:00,Priya,user141@okaxis,IRCTC,merchant1293@oksbi,514.57,Success
100345,2024-01-01 05:45:00,Suresh,user155@okaxis,Paytm,merchant1194@oksbi,5477.57,Fraud
100346,2024-01-01 05:46:00,Neha,user135@okaxis,Zomato,merchant1662@oksbi,8905.51,Success
100347,2024-01-01 05:47:00,Priya,user183@okaxis,Flipkart,merchant1479@oksbi,2634.58,Success
100348,2024-01-01 05:48:00,Neha,user167@okaxis,Paytm,merchant1876@oksbi,4727.76,Success
100349,2024-01-01 05:49:00,Amit,user106@okaxis,Zomato,merchant1122@oksbi,3250.05,Success
100350,2024-01-01 05:50:00,Amit,user153@okaxis,Swiggy,merchant1399@oksbi,9521.92,Success
100351,2024-01-01 05:51:00,Priya,user100@okaxis,Paytm,merchant1698@oksbi,8238.22,Success
100352,2024-01-01 05:52:00,Priya,user143@okaxis,Paytm,merchant1964@oksbi,7092.93,Success
100353,2024-01-01 05:53:00,Anjali,user144@okaxis,Amazon,merchant1451@oksbi,5880.39,Success
100354,2024-01-01 05:54:00,Suresh,user146@okaxis,Swiggy,merchant1660@oksbi,8207.71,Success
100355,2024-01-01 05:55:00,Anjali,user112@okaxis,Flipkart,merchant1103@oksbi,3928.75,Success
100356,2024-01-01 05:56:00,Suresh,user121@okaxis,IRCTC,merchant1754@oksbi,4481.04,Success
100357,2024-01-01 05:57:00,Anjali,user120@okaxis,Zomato,merchant1461@oksbi,7302.72,Success
100358,2024-01-01 05:58:00,Neha,user185@okaxis,Amazon,merchant1742@oksbi,3583.97,Success
100359,2024-01-01 05:59:00,Priya,user191@okaxis,Zomato,merchant1990@oksbi,648.37,Success
100360,2024-01-01 06:00:00,Amit,user108@okaxis,Flipkart,merchant1717@oksbi,752.6,Success
100361,2024-01-01 06:01:00,Suresh,user125@okaxis,Flipkart,merchant1709@oksbi,1162.47,Success
100362,2024-01-01 06:02:00,Suresh,user108@okaxis,Paytm,merchant1395@oksbi,8698.12,Success
100363,2024-01-01 06:03:00,Amit,user114@okaxis,Flipkart,merchant1911@oksbi,4727.54,Success
100364,2024-01-01 06:04:00,Anjali,user109@okaxis,Zomato,merchant1336@oksbi,7131.69,Fraud
100365,2024-01-01 06:05:00,Suresh,user187@okaxis,Swiggy,merchant1598@oksbi,3935.16,Success
100366,2024-01-01 06:06:00,Neha,user141@okaxis,Swiggy,merchant1141@oksbi,2594.52,Failed
100367,2024-01-01 06:07:00,Priya,user171@okaxis,Paytm,merchant1316@oksbi,3478.45,Success
100368,2024-01-01 06:08:00,Amit,user123@okaxis,IRCTC,merchant1710@oksbi,7943.88,Fraud
100369,2024-01-01 06:09:00,Priya,user179@okaxis,Zomato,merchant1557@oksbi,6255.91,Success
100370,2024-01-01 06:10:00,Suresh,user148@okaxis,Zomato,merchant1799@oksbi,9377.02,Success
100371,2024-01-01 06:11:00,Suresh,user125@okaxis,Flipkart,merchant1526@oksbi,6800.25,Success
100372,2024-01-01 06:12:00,Amit,user190@okaxis,Zomato,merchant1555@oksbi,5706.11,Success
100373,2024-01-01 06:13:00,Neha,user136@okaxis,Amazon,merchant1400@oksbi,6105.86,Success
100374,2024-01-01 06:14:00,Ravi,user167@okaxis,IRCTC,merchant1680@oksbi,9424.29,Success
100375,2024-01-01 06:15:00,Amit,user149@okaxis,Flipkart,merchant1309@oksbi,7884.13,Success
100376,2024-01-01 06:16:00,Ravi,user123@okaxis,Amazon,merchant1494@oksbi,250.17,Success
100377,2024-01-01 06:17:00,Anjali,user118@okaxis,Paytm,merchant1555@oksbi,5346.06,Success
100378,2024-01-01 06:18:00,Ravi,user199@okaxis,Swiggy,merchant1609@oksbi,6886.5,Success
100379,2024-01-01 06:19:00,Neha,user159@okaxis,Paytm,merchant1772@oksbi,7489.5,Success
100380,2024-01-01 06:20:00,Anjali,user138@okaxis,Swiggy,merchant1108@oksbi,2139.29,Success
100381,2024-01-01 06:21:00,Ravi,user173@okaxis,Paytm,merchant1794@oksbi,8673.1,Success
100382,2024-01-01 06:22:00,Anjali,user188@okaxis,Zomato,merchant1371@oksbi,9558.87,Success
100383,2024-01-01 06:23:00,Ravi,user117@okaxis,Amazon,merchant1854@oksbi,2374.79,Fraud
100384,2024-01-01 06:24:00,Neha,user118@okaxis,Swiggy,merchant1615@oksbi,8827.33,Success
100385,2024-01-01 06:25:00,Ravi,user135@okaxis,Flipkart,merchant1767@oksbi,978.82,Success
100386,2024-01-01 06:26:00,Ravi,user173@okaxis,Amazon,merchant1890@oksbi,566.51,Success
100387,2024-01-01 06:27:00,Ravi,user196@okaxis,Flipkart,merchant1205@oksbi,1300.95,Success
100388,2024-01-01 06:28:00,Amit,user154@okaxis,Amazon,merchant1846@oksbi,586.83,Success
100389,2024-01-01 06:29:00,Amit,user168@okaxis,Amazon,merchant1042@oksbi,8451.67,Success
100390,2024-01-01 06:30:00,Amit,user146@okaxis,Paytm,merchant1864@oksbi,599.91,Success
100391,2024-01-01 06:31:00,Neha,user148@okaxis,Swiggy,merchant1244@oksbi,2723.93,Success
100392,2024-01-01 06:32:00,Anjali,user198@okaxis,Swiggy,merchant1286@oksbi,1046.53,Success
100393,2024-01-01 06:33:00,Suresh,user197@okaxis,Amazon,merchant1354@oksbi,2961.27,Success
100394,2024-01-01 06:34:00,Ravi,user132@okaxis,Zomato,merchant1784@oksbi,914.69,Success
100395,2024-01-01 06:35:00,Ravi,user120@okaxis,Zomato,merchant1475@oksbi,6683.35,Success
100396,2024-01-01 06:36:00,Neha,user180@okaxis,Flipkart,merchant1082@oksbi,1341.93,Success
100397,2024-01-01 06:37:00,Ravi,user121@okaxis,Flipkart,merchant1109@oksbi,8519.94,Success
100398,2024-01-01 06:38:00,Amit,user147@okaxis,Paytm,merchant1949@oksbi,8173.74,Success
100399,2024-01-01 06:39:00,Suresh,user136@okaxis,Amazon,merchant1189@oksbi,146.48,Success
100400,2024-01-01 06:40:00,Priya,user114@okaxis,Flipkart,merchant1982@oksbi,8958.31,Success
100401,2024-01-01 06:41:00,Ravi,user134@okaxis,Flipkart,merchant1799@oksbi,299.15,Success
100402,2024-01-01 06:42:00,Amit,user191@okaxis,IRCTC,merchant1935@oksbi,2404.06,Success
100403,2024-01-01 06:43:00,Priya,user170@okaxis,Amazon,merchant1908@oksbi,333.57,Success
100404,2024-01-01 06:44:00,Suresh,user131@okaxis,Paytm,merchant1250@oksbi,3365.08,Success
100405,2024-01-01 06:45:00,Priya,user110@okaxis,Flipkart,merchant1723@oksbi,5143.53,Success
100406,2024-01-01 06:46:00,Amit,user109@okaxis,Paytm,merchant1290@oksbi,7968.48,Success
100407,2024-01-01 06:47:00,Anjali,user172@okaxis,Swiggy,merchant1644@oksbi,3386.44,Success
100408,2024-01-01 06:48:00,Anjali,user177@okaxis,Paytm,merchant1200@oksbi,7057.85,Success
100409,2024-01-01 06:49:00,Priya,user176@okaxis,Zomato,merchant1796@oksbi,1883.17,Success
100410,2024-01-01 06:50:00,Neha,user156@okaxis,Zomato,merchant1325@oksbi,7508.48,Success
100411,2024-01-01 06:51:00,Priya,user124@okaxis,Paytm,merchant1510@oksbi,2367.61,Success
100412,2024-01-01 06:52:00,Ravi,user101@okaxis,Zomato,merchant1408@oksbi,1444.01,Success
100413,2024-01-01 06:53:00,Ravi,user163@okaxis,Swiggy,merchant1606@oksbi,1862.23,Success
100414,2024-01-01 06:54:00,Anjali,user134@okaxis,Amazon,merchant1789@oksbi,1828.81,Success
100415,2024-01-01 06:55:00,Neha,user106@okaxis,Zomato,merchant1961@oksbi,5133.5,Success
100416,2024-01-01 06:56:00,Amit,user184@okaxis,Zomato,merchant1940@oksbi,8449.53,Success
100417,2024-01-01 06:57:00,Ravi,user117@okaxis,Paytm,merchant1836@oksbi,805.25,Success
100418,2024-01-01 06:58:00,Anjali,user166@okaxis,Swiggy,merchant1507@oksbi,7072.49,Success
100419,2024-01-01 06:59:00,Suresh,user141@okaxis,Amazon,merchant1730@oksbi,6546.92,Success
100420,2024-01-01 07:00:00,Anjali,user138@okaxis,Paytm,merchant1600@oksbi,8726.47,Success
100421,2024-01-01 07:01:00,Ravi,user140@okaxis,Paytm,merchant1071@oksbi,2449.03,Success
100422,2024-01-01 07:02:00,Ravi,user174@okaxis,IRCTC,merchant1246@oksbi,4506.6,Success
100423,2024-01-01 07:03:00,Anjali,user123@okaxis,Swiggy,merchant1640@oksbi,9259.02,Success
100424,2024-01-01 07:04:00,Amit,user159@okaxis,Amazon,merchant1723@oksbi,6603.33,Success
100425,2024-01-01 07:05:00,Priya,user145@okaxis,Swiggy,merchant1939@oksbi,3893.8,Success
100426,2024-01-01 07:06:00,Ravi,user118@okaxis,Amazon,merchant1854@oksbi,1322.81,Success
100427,2024-01-01 07:07:00,Anjali,user167@okaxis,Swiggy,merchant1607@oksbi,2632.23,Success
100428,2024-01-01 07:08:00,Anjali,user189@okaxis,Paytm,merchant1586@oksbi,5816.34,Success
100429,2024-01-01 07:09:00,Neha,user141@okaxis,Paytm,merchant1934@oksbi,7184.5,Success
100430,2024-01-01 07:10:00,Priya,user131@okaxis,Flipkart,merchant1565@oksbi,1252.97,Success
100431,2024-01-01 07:11:00,Suresh,user138@okaxis,Zomato,merchant1343@oksbi,5999.98,Success
100432,2024-01-01 07:12:00,Amit,user135@okaxis,IRCTC,merchant1970@oksbi,5508.01,Success
100433,2024-01-01 07:13:00,Suresh,user196@okaxis,Swiggy,merchant1924@oksbi,5144.41,Success
100434,2024-01-01 07:14:00,Priya,user135@okaxis,IRCTC,merchant1053@oksbi,6904.33,Success
100435,2024-01-01 07:15:00,Priya,user102@okaxis,Flipkart,merchant1729@oksbi,8376.12,Success
100436,2024-01-01 07:16:00,Priya,user172@okaxis,Zomato,merchant1527@oksbi,3236.67,Success
100437,2024-01-01 07:17:00,Suresh,user107@okaxis,Swiggy,merchant1610@oksbi,8891.23,Success
100438,2024-01-01 07:18:00,Priya,user196@okaxis,Amazon,merchant1531@oksbi,1614.73,Success
100439,2024-01-01 07:19:00,Anjali,user169@okaxis,Zomato,merchant1557@oksbi,1738.51,Success
100440,2024-01-01 07:20:00,Suresh,user140@okaxis,Paytm,merchant1962@oksbi,2675.05,Success
100441,2024-01-01 07:21:00,Priya,user167@okaxis,Flipkart,merchant1192@oksbi,1204.11,Success
100442,2024-01-01 07:22:00,Anjali,user112@okaxis,Zomato,merchant1894@oksbi,2310.89,Success
100443,2024-01-01 07:23:00,Neha,user148@okaxis,Zomato,merchant1057@oksbi,1073.05,Success
100444,2024-01-01 07:24:00,Priya,user159@okaxis,Paytm,merchant1436@oksbi,8219.31,Success
100445,2024-01-01 07:25:00,Suresh,user101@okaxis,Swiggy,merchant1110@oksbi,1398.3,Success
100446,2024-01-01 07:26:00,Ravi,user159@okaxis,Amazon,merchant1128@oksbi,7475.5,Success
100447,2024-01-01 07:27:00,Priya,user104@okaxis,Paytm,merchant1848@oksbi,488.66,Success
100448,2024-01-01 07:28:00,Ravi,user143@okaxis,Amazon,merchant1705@oksbi,9485.72,Success
100449,2024-01-01 07:29:00,Anjali,user126@okaxis,Swiggy,merchant1924@oksbi,7114.49,Success
100450,2024-01-01 07:30:00,Neha,user131@okaxis,Zomato,merchant1851@oksbi,77.9,Success
100451,2024-01-01 07:31:00,Amit,user120@okaxis,Amazon,merchant1325@oksbi,7640.93,Success
100452,2024-01-01 07:32:00,Neha,user107@okaxis,Flipkart,merchant1007@oksbi,5145.68,Success
100453,2024-01-01 07:33:00,Priya,user171@okaxis,Flipkart,merchant1028@oksbi,7795.86,Success
100454,2024-01-01 07:34:00,Ravi,user149@okaxis,Paytm,merchant1111@oksbi,5229.74,Success
100455,2024-01-01 07:35:00,Ravi,user166@okaxis,Swiggy,merchant1946@oksbi,6413.84,Success
100456,2024-01-01 07:36:00,Suresh,user143@okaxis,Paytm,merchant1672@oksbi,7865.45,Success
100457,2024-01-01 07:37:00,Ravi,user157@okaxis,Paytm,merchant1130@oksbi,4057.03,Success
100458,2024-01-01 07:38:00,Suresh,user102@okaxis,IRCTC,merchant1187@oksbi,37.05,Success
100459,2024-01-01 07:39:00,Anjali,user185@okaxis,Paytm,merchant1674@oksbi,8500.97,Success
100460,2024-01-01 07:40:00,Amit,user169@okaxis,IRCTC,merchant1708@oksbi,3815.09,Success
100461,2024-01-01 07:41:00,Priya,user101@okaxis,Flipkart,merchant1474@oksbi,4965.47,Success
100462,2024-01-01 07:42:00,Suresh,user186@okaxis,Flipkart,merchant1363@oksbi,87.59,Success
100463,2024-01-01 07:43:00,Amit,user143@okaxis,Paytm,merchant1203@oksbi,4926.0,Success
100464,2024-01-01 07:44:00,Ravi,user101@okaxis,Flipkart,merchant1211@oksbi,9865.01,Success
100465,2024-01-01 07:45:00,Ravi,user180@okaxis,Swiggy,merchant1620@oksbi,2789.89,Success
100466,2024-01-01 07:46:00,Amit,user134@okaxis,IRCTC,merchant1275@oksbi,3960.23,Success
100467,2024-01-01 07:47:00,Ravi,user197@okaxis,IRCTC,merchant1072@oksbi,6875.03,Success
100468,2024-01-01 07:48:00,Anjali,user186@okaxis,Paytm,merchant1678@oksbi,8149.79,Success
100469,2024-01-01 07:49:00,Anjali,user129@okaxis,Flipkart,merchant1771@oksbi,4179.74,Failed
100470,2024-01-01 07:50:00,Amit,user107@okaxis,Amazon,merchant1242@oksbi,3103.59,Success
100471,2024-01-01 07:51:00,Suresh,user121@okaxis,IRCTC,merchant1786@oksbi,9378.88,Success
100472,2024-01-01 07:52:00,Suresh,user143@okaxis,Paytm,merchant1101@oksbi,6774.68,Success
100473,2024-01-01 07:53:00,Amit,user157@okaxis,Paytm,merchant1986@oksbi,1199.02,Fraud
100474,2024-01-01 07:54:00,Suresh,user135@okaxis,Swiggy,merchant1684@oksbi,698.59,Success
100475,2024-01-01 07:55:00,Suresh,user168@okaxis,Zomato,merchant1170@oksbi,4840.66,Success
100476,2024-01-01 07:56:00,Anjali,user176@okaxis,Zomato,merchant1652@oksbi,2208.7,Success
100477,2024-01-01 07:57:00,Suresh,user192@okaxis,IRCTC,merchant1908@oksbi,2547.31,Success
100478,2024-01-01 07:58:00,Neha,user130@okaxis,Swiggy,merchant1187@oksbi,8778.14,Success
100479,2024-01-01 07:59:00,Priya,user146@okaxis,Swiggy,merchant1440@oksbi,904.76,Success
100480,2024-01-01 08:00:00,Ravi,user154@okaxis,Swiggy,merchant1085@oksbi,7156.49,Success
100481,2024-01-01 08:01:00,Neha,user179@okaxis,IRCTC,merchant1475@oksbi,2718.71,Success
100482,2024-01-01 08:02:00,Suresh,user161@okaxis,Zomato,merchant1051@oksbi,7605.68,Success
100483,2024-01-01 08:03:00,Anjali,user129@okaxis,Swiggy,merchant1110@oksbi,7226.89,Success
100484,2024-01-01 08:04:00,Amit,user154@okaxis,Flipkart,merchant1948@oksbi,83.85,Success
100485,2024-01-01 08:05:00,Suresh,user115@okaxis,Paytm,merchant1876@oksbi,5096.26,Success
100486,2024-01-01 08:06:00,Anjali,user111@okaxis,Paytm,merchant1853@oksbi,1401.8,Fraud
100487,2024-01-01 08:07:00,Priya,user116@okaxis,Amazon,merchant1042@oksbi,8663.61,Fraud
100488,2024-01-01 08:08:00,Suresh,user115@okaxis,Amazon,merchant1210@oksbi,8717.14,Success
100489,2024-01-01 08:09:00,Amit,user111@okaxis,IRCTC,merchant1967@oksbi,4189.27,Fraud
100490,2024-01-01 08:10:00,Anjali,user107@okaxis,IRCTC,merchant1199@oksbi,4449.51,Success
100491,2024-01-01 08:11:00,Anjali,user183@okaxis,Paytm,merchant1809@oksbi,3039.8,Success
100492,2024-01-01 08:12:00,Anjali,user102@okaxis,Flipkart,merchant1857@oksbi,7168.9,Success
100493,2024-01-01 08:13:00,Priya,user115@okaxis,Zomato,merchant1751@oksbi,3593.03,Failed
100494,2024-01-01 08:14:00,Suresh,user129@okaxis,Zomato,merchant1626@oksbi,2685.25,Success
100495,2024-01-01 08:15:00,Priya,user122@okaxis,IRCTC,merchant1025@oksbi,4327.99,Success
100496,2024-01-01 08:16:00,Ravi,user191@okaxis,Flipkart,merchant1918@oksbi,923.96,Success
100497,2024-01-01 08:17:00,Ravi,user104@okaxis,IRCTC,merchant1298@oksbi,7468.57,Success
100498,2024-01-01 08:18:00,Suresh,user183@okaxis,Zomato,merchant1076@oksbi,135.84,Success
100499,2024-01-01 08:19:00,Priya,user164@okaxis,IRCTC,merchant1923@oksbi,6448.41,Success
100500,2024-01-01 08:20:00,Amit,user129@okaxis,Swiggy,merchant1136@oksbi,1836.82,Success
100501,2024-01-01 08:21:00,Anjali,user120@okaxis,IRCTC,merchant1019@oksbi,2331.72,Success
100502,2024-01-01 08:22:00,Anjali,user183@okaxis,Paytm,merchant1439@oksbi,6359.96,Success
100503,2024-01-01 08:23:00,Suresh,user169@okaxis,IRCTC,merchant1210@oksbi,9929.51,Success
100504,2024-01-01 08:24:00,Ravi,user121@okaxis,Paytm,merchant1751@oksbi,7779.4,Success
100505,2024-01-01 08:25:00,Ravi,user181@okaxis,Flipkart,merchant1550@oksbi,2266.14,Success
100506,2024-01-01 08:26:00,Anjali,user171@okaxis,Zomato,merchant1434@oksbi,1768.49,Success
100507,2024-01-01 08:27:00,Suresh,user131@okaxis,Amazon,merchant1779@oksbi,8663.67,Success
100508,2024-01-01 08:28:00,Priya,user132@okaxis,Amazon,merchant1206@oksbi,4447.4,Success
100509,2024-01-01 08:29:00,Ravi,user115@okaxis,Zomato,merchant1990@oksbi,1379.16,Success
100510,2024-01-01 08:30:00,Priya,user175@okaxis,Amazon,merchant1438@oksbi,8623.49,Success
100511,2024-01-01 08:31:00,Ravi,user137@okaxis,IRCTC,merchant1973@oksbi,8162.76,Success
100512,2024-01-01 08:32:00,Ravi,user197@okaxis,Flipkart,merchant1778@oksbi,9839.22,Success
100513,2024-01-01 08:33:00,Neha,user113@okaxis,Flipkart,merchant1665@oksbi,9098.34,Success
100514,2024-01-01 08:34:00,Ravi,user135@okaxis,Zomato,merchant1041@oksbi,8519.39,Success
100515,2024-01-01 08:35:00,Amit,user196@okaxis,Amazon,merchant1410@oksbi,535.22,Success
100516,2024-01-01 08:36:00,Suresh,user122@okaxis,IRCTC,merchant1522@oksbi,1053.11,Success
100517,2024-01-01 08:37:00,Suresh,user165@okaxis,Flipkart,merchant1805@oksbi,5694.14,Fraud
100518,2024-01-01 08:38:00,Priya,user184@okaxis,Flipkart,merchant1609@oksbi,5319.48,Success
100519,2024-01-01 08:39:00,Ravi,user101@okaxis,Swiggy,merchant1426@oksbi,4585.05,Failed
100520,2024-01-01 08:40:00,Amit,user190@okaxis,Swiggy,merchant1274@oksbi,3973.93,Success
100521,2024-01-01 08:41:00,Priya,user172@okaxis,Flipkart,merchant1447@oksbi,4317.79,Success
100522,2024-01-01 08:42:00,Neha,user164@okaxis,Zomato,merchant1901@oksbi,5697.29,Success
100523,2024-01-01 08:43:00,Priya,user174@okaxis,Paytm,merchant1941@oksbi,30.74,Success
